Name,Gender,Reason,Dates,Doc_title,Doc_number,Doc_url,Nationality
Waseem Omar AL-MASALMA,male,"Waseem Omar al-Masalma is a leader of a regime-affiliated militia.; Waseem Omar al-Masalma is involved in the regime-led trade in Captagon in Southern Syria, especially in Deraa. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Amer Tayseer KHITI,male,"Amer Tayseer Khiti is a leading businessperson operating in Syria with interests in real estate, construction and industry. He has close ties to the Assad family. He is a supporter of president al-Assad and organised rallies for him.; Amer Tayseer Khiti is also involved in Captagon smuggling operations and bought up real estate in order to invest in packaging facilities used for drug smuggling. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Abdellatif HAMID,male,"Abdellatif Hamid has close ties to the Assad family.; Abdellatif Hamid owns a factory in Aleppo that has been implicated in Captagon production and trafficking. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Nouh ZAITER,male,"Nouh Zaiter is associated with members of the Assad family.; He is involved in the trafficking of Captagon in Lebanon and Syria. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Taher AL-KAYALI,male,"Taher Al-Kayali is a Syrian businessperson who owns several companies including Neptunus LLC.; Through his companies, he is involved in the production and trafficking of Captagon, especially in terms of transportation from the port of Latakia. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Imad Abu ZUREIQ,male,"Imad Abu Zureiq is a leading member of a regime-affiliated militia in Southwest Syria that reports directly to the Syrian regime’s Military Security branch.; Currently his militia profits from the war economy, including the trafficking in Captagon. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Hassan Muhammad DAQQOU,male,"Hassan Muhammad Daqqou has close ties with the Fourth Division of the Syrian Army. Daqqou has established a wide drug trafficking network in Lebanon and Syria and built Captagon manufacturing plants close to the Syrian-Lebanese border. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jihad BARAKAT,male,"Jihad Barakat is, through marriage, associated with the Assad family.; He is also leader of a regime-affiliated militia and continues to hold different military and intelligence functions for the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Raji FALHOUT,male,"Raji Falhout leads a militia that is associated with the Syrian Military Intelligence.; Raji Falhout is also involved in drug trafficking linked to Captagon. The Captagon trade has become a regime-led business model, enriching the inner circle of the regime and forming its lifeline. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Muhammad ABDO ASSAAD,male,"Muhammad Abdo Assaad is the leader of the Hosn al-Watan militia, which fought on behalf of the Syrian regime.; Most recently, he has founded the Aman for Protection and Security LLC, which offers private security services and operates as a shell company for the Hosn al-Watan militia. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Samer AL-DIBIS,male,"Samer al-Dibis is a leading businessperson operating in Syria, active in several sectors of the economy, especially in the chemical industry and in real estate. He is a member of the Board of Directors of the Syrian-Chinese Business Council and the chairman of the Damascus and Rural Damascus Chamber of Industry. He is also a member of Parliament and a close associate of Maher al-Assad. In these functions Samer al-Dibis benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali Najib IBRAHIM,male,"Ali Najib Ibrahim is a leading businessperson operating in Syria, active also in the telecommunications sector. He owns several shell companies, which have been linked to the Syrian regime in attempts to circumvent sanctions. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jamal ISMAIL,male,Jamal al-Ismail was the commander of Branch 227 of the Military Intelligence Directorate of the Syrian regime on 13 April 2013 when his unit killed at least 41 civilians in the town of Tadamon (‘Tadamon massacre’). He is therefore responsible for the violent repression of the civilian population in Syria.,24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Jamal AL-KHATIB,male,Jamal al-Khatib was a commanding officer in Branch 227 of the Military Intelligence Directorate of the Syrian regime on 13 April 2013 when he participated in the killing of at least 41 civilians in the town of Tadamon (‘Tadamon massacre’). He is therefore responsible for the violent repression of the civilian population in Syria.,24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Osama AL-MALIKI,male,"Osama al-Maliki is majority owner of Al-Jabal Security and Protection LLC. Al-Jabal Security and Protection LLC acts as a shell company to allow for the continuation of activities of the Saraya al-Areen 313 militia, a regime-affiliated militia. Osama al-Maliki therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Fadi SAQR,male,Fadi Saqr is a leader of the ‘National Defense Forces’ (NDF) militia in Damascus that has fought on behalf of the regime since at least 2012. Fadi Saqr therefore is a member of a regime-affiliated militia.; Fadi Saqr was part of the chain of command in the massacre of at least 41 civilians in the town of Tadamon on 13 April 2013 (‘Tadamon massacre’). He is therefore responsible for the violent repression of the civilian population in Syria.,24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ahmad Ali TAHER,male,"Ahmad Ali Taher owns shares in Castle Security and Protection LLC, which operates as a shell company for the Fourth Division of the Syrian Arab Army, led by Maher al-Assad. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Amjad YOUSSEF,male,"Amjad Youssef is a Warrant Officer in the Syrian Military Intelligence Directorate.; He was a member of Branch 227 of the Military Intelligence Directorate of the Syrian regime on 13 April 2013, when he participated in the killing of at least 41 civilians in the town of Tadamon (‘Tadamon massacre’). He is therefore responsible for the violent repression of the civilian population in Syria.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Osama RAMADAN,male,"Osama Ramadan owns shares in Castle Security and Protection LLC, which operates as a shell company for the Fourth Division of the Syrian Arab Army, led by the Maher al-Assad. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ali Mhanna SULEIMAN,male,"Ali Suleiman was the leader of the Sahab Regiment of a Syrian Arab Army division known as ‘Tiger Forces’. He is a close associate of Suhayl Hassan. He has been involved in financing the regime, including through the smuggling of fuel. He also benefits from his association with the regime, such as from opportunities in real estate development. He therefore benefits from and supports the regime.",24-04-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Fereydoun Mohammadi SAGHAEI,male,"Fereydoun Mohammadi Saghaei is Deputy Commander of the Islamic Revolutionary Guard Corps (IRGC) Aerospace Force. He is in charge of the IRGC’s air defence project in Syria. That project takes place within the context of Iran supporting the Syrian regime by sending military equipment and personnel to Syria. Therefore, Fereydoun Mohammadi Saghaei is supporting the Syrian regime.",20-07-2023,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mahmoud al-Dj,male,"Mahmoud al-Dj is a leading businessperson operating in Syria, who owns several companies active in different sectors such as logistics and tourism. He facilitates illicit transactions between regime-affiliated persons and entities in Syria and Eastern Libya, including in relation to narcotics, and the shipments of arms and mercenaries. His position is enabled through his close ties with the Syrian regime, from which he and his businesses are benefitting. His activities, on the other hand, support the Syrian regime and enable it to access illicit revenues. He is therefore benefiting from, and providing support to, the Syrian regime.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Yasser Hussein Ibrahim,male,"Yasser Ibrahim is an economic advisor to Bashar al-Assad and acts in the economic council run by Asma al-Assad. Together with Ali Najib Ibrahim he operates a number of shell companies, and acts as a front for business activities of Bashar Al-Assad and Asma Al-Assad. Therefore, Yasser Ibrahim is benefitting from and supporting the Syrian regime.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Bilal al-Naal,male,"Bilal al-Naal is a founder and partner of multiple trading and investment companies in Syria.; He is a member of the Syrian-Russian Business Council making him instrumental in the economic ties between Russia and the Syrian regime. Al-Naal is also a member of the Syrian parliament and former member of the Damascus governorate council. Therefore, Bilal al-Naal is a leading business person in Syria, who is in this capacity supporting and benefiting from the Syrian regime. He is also associated with Fadi Saqr, Cham Holding and Bishr Al-Sabban.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Fahad Darwish,male,"Fahd Darwish is President of the Joint Syrian-Iranian Chamber of Commerce. In addition, Darwish owns and runs multiple businesses in Syria active in different sectors such as trading and pharmaceuticals.; Therefore, Darwish is a leading businessperson operating in Syria, who is, in this capacity, supporting and benefitting from the Syrian regime.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Mohannad al-Dabbagh,male,"Mohannad al-Dabbagh is a cousin of Asma al-Assad. He co-owns Takamol LLC, a company responsible for managing the electronic ‘smart card program’ used since 2014 to distribute subsidised food and other products in Syria under the umbrella of the Ministry of Domestic Trade and Consumer Protection. In particular, Takamol LLC earns a fee for every transaction operated through the smart card.; Mohannad al-Dabbagh is therefore benefitting from and supporting the Syrian regime.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Firas al-Akhras,male,"Firas al-Akhras is the brother of Asma al-Assad. He is co-owner of the Takamol LLC company responsible for managing the electronic ‘smart card program’ used since 2014 to distribute subsidised food and other products in Syria, under the umbrella of the Ministry of Domestic Trade and Consumer Protection. In particular, Takamol LLC earns a fee for every transaction operated through the smart card.; Firas al-Akhras is therefore benefitting from and supporting the Syrian regime.",22-01-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Louai Emad El-Din al-MUNAJJID,male,"Minister of Internal Trade and Consumer Protection. Appointed in September 2024.; Former Minister of Social Affairs and Labor.; As a Government Minister, Louai Emad El-Din al-Munajjid shares responsibility for the Syrian regime’s violent repression of the civilian population.",25-11-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Firas Hassan QADDOUR,male,"Minister of Petroleum and Mineral Resources. Appointed in March 2023 and re-appointed in September 2024.; As a Government Minister, Firas Hassan Qaddour shares responsibility for the Syrian regime’s violent repression of the civilian population.",25-11-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
Ahmed Mohammad BUSTAJI,male,"Minister of State. Appointed in March 2023 and re-appointed in September 2024.; As a Government Minister, Ahmed Mohammad Bustaji shares responsibility for the Syrian regime’s violent repression of the civilian population.",25-11-2024,COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036-20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,Syria
